repo	version	path	tool_id	sha256
arkarachai-fungtammasan/str_fm	20dc70f85ff7	PEsortedSAM2readprofile.xml	PEsortedSAM2readprofile	d3a1daf01b23c9ebe40ace1577c0fb8c3fe85b418203da624b508f937adfe729
arkarachai-fungtammasan/str_fm	20dc70f85ff7	combineprobforallelecombination.xml	combineproballelecom	72caedb47e3714d58fa6d1191e22425793a90d40bdc9114fb1b78cb28f146e6e
arkarachai-fungtammasan/str_fm	20dc70f85ff7	fetchflank.xml	fetchflank	aad2e3c454c94608efb8c780df2fb38fa0e020a07c5ec9c36b5752a8c791fcf2
arkarachai-fungtammasan/str_fm	20dc70f85ff7	microsatcompat.xml	microsatcompat	889a16d09ef73e9212f35901e553ebe5fa76bc5b6338445436dc6120c5fa599a
arkarachai-fungtammasan/str_fm	20dc70f85ff7	microsatellite.xml	microsatellite	a755d3954d6c75beeaf052e743e66cdec560b7dddffbc3d662ab54b7b7e17e76
arkarachai-fungtammasan/str_fm	20dc70f85ff7	microsatpurity.xml	microsatpurity	5b4590b33ef2ff1da1c2963ea1ee376b6af51d0609452702340a8967e17107ef
arkarachai-fungtammasan/str_fm	20dc70f85ff7	probvalueforhetero.xml	heteroprob	0b81525efbe3f1f8632c934d98cc8dfbc81e2a5e850bba82c110e7fc87849845
arkarachai-fungtammasan/str_fm	20dc70f85ff7	profilegenerator.xml	Profilegenerator	0a64551cbb242db8d1ea85fced073a82552b525c43d5f184dda5d837db429438
arkarachai-fungtammasan/str_fm	20dc70f85ff7	readdepth2sequencingdepth.xml	readdepth2seqdepth	7cca1a4eb8c68846bc7ca727961f6716ce03599217ae6b756d57bd4cc77bea2d
arkarachai-fungtammasan/str_fm	20dc70f85ff7	space2underscore_readname.xml	space2underscore_readname	07dbf67d67aa82dacb1f4726f3612b13f29c602f822e63e6fb334dc27cf10c2a
artbio/artbio_bam_cleaning	b0f65f88411f	artbio_bam_cleaning.xml	artbio_bam_cleaning	1369dfff0d4011d50a1cbb58c7f93ed63ac6cac468959894b2cb7b3e21850421
artbio/bamparse	320f7746b9f5	bamparse.xml	bamparse	7727dbef122358075def785d08a89a027666205de969ce8114143e820aaea890
artbio/bigwig_to_bedgraph	f0249c5ab93c	bigwigtobedgraph.xml	bigwig_to_bedgraph	672e8eacbd2bb5f6ca050ea6bae050b8eaa0e783f4910eac06d9e3e996838e62
artbio/bigwig_to_wig	ac8ea1ca115d	bigwig_to_wig.xml	bigwig_to_wig	403dc3860a22fd3ef003bdcde0a7352e46b8d2b6479a767545f512f4da02473d
artbio/blast_to_scaffold	3041f611636f	blast_to_scaffold.xml	blast2scaffold	1ccfd3c9a7f1b79c2aa8d025b242609813b3017dbdf168edb8489feda36aa845
artbio/blast_unmatched	d0c2a559fe1b	blast_unmatched.xml	blast_unmatched	0938f906f0c873e73cef3a0c6659413ca48229dae7ab53c9db715029a6f54a1c
artbio/blastparser_and_hits	5b7aa9f6fd59	BlastParser_and_hits.xml	BlastParser_and_hits	9898172b02d5facb0e28219a9f66e1c3ee166256148aa59da89a5d2744ba2422
